,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
532062,532063,B005K4Q34S,A39VEK71BJ7HLL,Savey Saver,1,3,5,1347062400,Really deserves each star!,"My favorite thing about this K-cup Cappuccino is that it does NOT taste artificial!!!!  I purchased a personalized variety pack of K-cups on amazon and this cup was included.<br /><br />I would highly recommend this to anyone who is sensitive to the artificial flavoring of many K-cups.  This tastes smooth, creamy, and sweet (bc of the caramel).  It tastes like it could have come straight from the coffee shop, really!<br /><br />You don't have to add any cream or anything because it is already included in the cup.  The only complaint that I can imagine others might have is its level of sweetness, if they don't like sweet cappuccinos, but then don't purchase one that is caramel flavored right?"
362864,362865,B000BJPE92,A25RL8KAF29D1Y,"Raftman ""Sir Raftman""",0,0,5,1350259200,Fantastic what I found on Amazon.com,"Clearbrook Farmas makes the best preserves around.  Plus they know that service is paramount to maintaining good customer relations.  They expidite your order as soon as received. I have tried the Orange Marmalade, Black Cherry and Strawberry. All were exceptional. Because the container is so unusual I think this would make excellent Xmas gifts.  If you haven't tried preserves form Clearbrook Farms you are REALLY missing out."
153746,153747,B005VOOM2W,AIEEK7AHXKZCC,BeatleBangs1964,0,0,5,1332374400,For the Coffee Hound,"While I am no fan of coffee, other members in my household love it.  This got rave reviews.<br /><br />This looks like it comes in a tea bag.  It's easy to make; you just brew it for a few minutes and wring it out.  You can make it the way you make tea by applying the bag concept.  This was a big hit with the coffee hounds.<br /><br />."
145084,145085,B001SAXXVO,ALL1CYLYDLTE8,Jay S.,0,0,5,1327708800,Excellent natural popcorn,"Natural, butter-free microwave popcorn is becoming very hard to find.  Thank goodness Newman's Own follows its usual high quality with this product.  The bag pops almost completely and the contents tastes just like popcorn, not like the greasy artificial quasi-butter-like-substance most microwave popcorns taste like.  If you want butter, melt some real stuff and put it on yourself.  But personally, this stuff doesn't need it."
90120,90121,B00866AM2G,A230BYEWRKZVZO,"V. H. McIntosh ""Chocolover""",0,0,5,1313625600,bEST cOCONUT WATER EVER SOLD,"WHILE YOU SELL MANY DIFFERENT BRANDS, AND I HAVE TRIED A FEW DIFFERENT ONES, VITACOCO<br /><br />IS THE ABSOLUTE BEST.  MY FAMILY AND I DRINK MORE OF THIS THAN WE DO ANY OTHER DRINK."
213445,213446,B003B966VY,AW8WTEWW0WPIJ,B. Garrett,0,0,5,1283990400,excellent!,i am very 'picky' about my pepper........this is a unique taste.i like the berries 'whole' on salad or steak.
298227,298228,B000H6JPLW,A3EDB9HRWN3KV,"Dee Dee ""DD""",1,1,5,1170374400,MMMMMMMMMMMMMMMmmmmmmmmmmm,My Mother said candy is very good!!!!!  I would buy it again.  Only 1 problem shipped loosely.  So candy  tumbles around in shipping and looks yucky or old and beaten up when you get it.  Sad as I sent it as a gift.
536259,536260,B004Q4DOXG,A3SQKOMUSZ0NU1,P. F. Anderson,4,4,5,1314403200,Ka&ntilde;iwa is Similar but Different from Quinoa,"Quinoa is, in my opinion, rather a miracle food, that has resolved many of my long-standing health problems. But this is not about Quinoa, but rather Ka&ntilde;iwa. Some refer to Ka&ntilde;iwa as ""baby quinoa"", which is an easy way to understand it. It is very similar to quinoa in the ways it is handled, processed and cooked. It is not just small quinoa, though, but a distinct breed. Ka&ntilde;iwa = Chenopodium pallidicaule while Quinoa = Chenopodium quinoa. You see? Different.<br /><br />There are important differences in processing and use. For processing, Quinoa when harvested is covered with a bitter unpleasant tasting compound (saponins). These make it easier to grow since it is pest-resistent, but requires special processing to remove the saponins. Ka&ntilde;iwa does not have this issue, which means you don't need to check how the grain was processed prior to purchase. For use, the ka&ntilde;iwa is more finely-grained than quinoa. Quinoa is larger and after cooking similar in size to uncooked rice. Ka&ntilde;iwa is smaller, which gives it a smoother texture. The question is really what texture you prefer. Nutritionally, they seem to be similar, although we haven't studied these very long and need more nutritional research. Specifically taking advantage of the fine texture of ka&ntilde;iwa, I like to use it in custards, breakfast dishes, desserts, cream pies, and similar foods, since it works well in creamy textured foods while adding protein and fiber and making the dishes more nutritious. I tend to use quinoa more in salads, pilafs, tabbouleh, and similarly textured dishes."
85232,85233,B0026LKY4S,A1QBAYVTZI1OUK,"Gordon Hilbun ""glh813""",0,0,5,1271894400,Great product; a game changer,"Great new product; low sugar, low calories. It's delicious and healthy after a hard workout or long day."
69276,69277,B0018KR8V0,ASFW4ZMNZJKDA,Mainiac,2,2,5,1262044800,Cherry Pie Larabars -- love them!  (and also other flavors),"I have been on a long quest for ""nutrition bars"" (or whatever you want to call them) that don't have refined sugar, aren't too sweet (however they're sweetened), don't have soy, and generally don't have extra crud in them. These are perfect!<br /><br />I like the flavor, and I like that the ingredients list is so short: ""dates, almonds, and cherries"". (200 calories, 5g protein, 5g fiber. See larabar dot com for more.)<br /><br />They are a little bit gooier/processed than I was expecting... I had to check after a taste that there wasn't soy in there gluing everything together. But when I think about fruit leather that makes sense. In some ways, it's like a thick fruit leather with some larger bits of fruit and nuts.<br /><br />But I'm really glad to find them and will be trying more flavors. This is just the sort of bar I was hoping for.<br /><br />Update: My next favorite flavor so far is Chocolate Coconut Chew, which should not be mistaken for a candy bar-type snack, as I feared it might. It's not that sweet and not that chocolately. It's more substantial. Ingredients: ""Dates, almonds, walnuts, unsweetened cocoa powder, unsweetened coconut"". 240 calories, 5g protein, 5g fiber... and I'm sorry I don't have the energy right now to type the rest. (Ah! But you can get it online if you put a dot com after larabar!)<br /><br />I also like Ginger Snap enough to have bought a box. They are, yes, a little cookie-ish (though with the same gooey consistency as the rest). I do love ginger, but I don't find myself reaching for this flavor and probably won't reorder. Ingredients: ""Dates, almonds, pecans, ginger, cinnamon, cloves"". 240 calories, 5g protein, 6g fiber.<br /><br />Other flavors I have tried (Note that I prefer less sweet things, although all of them have a dose of sweet)<br />  * Tropical Fruit Tart: I won't get this again; for me this was like a pina colada and not what I want in a food bar (partly, this means it was too sweet for me, but also all the desert-y flavors in that bar)<br />  * Peanut Butter and Jelly: Good, and I imagine I'll add it to my bulk rotation<br />  * Cashew Cookie: Good, and I imagine I'll add it to my bulk rotation<br />  * Lemon Bar: Too desert-y for me. Sweet and lemony.<br /><br />(Looking at the larabar web site, Peanut Butter Cookie has the most protein, with 7g, at 220 calories and with 4g fiber... I haven't been able to get that in my local stores yet, but that will be the next flavor I try.)<br /><br />Update 2: So I have bought a few flavors by the box now... but I'm realizing I wonder why these aren't cheaper here. They are 1.39 individually in my grocery store, and 1.27 a piece by the box at the current subscribe and save price of 20.28. So yes, that's a savings, but possibly not enough to buy in bulk."
65095,65096,B000EM8UFG,A5U78TECINI9K,"A. D. Watson ""Mrs. A.D. Watson""",0,0,5,1304985600,Tea,"Love the tea, especially if brewed strong and then added to my decaf tea, gives it a good hint of flavor. Wish the bags were bigger and better to use for a large container of tea, instead of a cup. Good price!"
41408,41409,B0096EZHM2,A1QKX1GD4F0KPW,Hari_K,0,9,1,1280361600,Late and overcharged,"I paid for 2-3 day delivery. The item is now scheduled for 5 day delivery. If I had agreed to five day delivery, I would not have been charged shipping. I have been charged for 2-3 day delivery and received 5 day service."
479607,479608,B001VNGPF4,A2596B2708HEIM,Jim,0,0,5,1348531200,Frontier  Curry,"Excellent balance with a slightly sweet taste and wonderful aroma. Since it's not overly strong or hot, it's very versatile with any number of dishes.  Stores well in the fridge and the value for the money is fantastic. If you like curry, this is a great buy."
259129,259130,B003IO20T4,A1V1OVGKJ01LLD,James E. Miller,10,11,5,1275955200,Jim's Review,"Safely arrived in a good time frame.  This sweetner is much better than Stevia, which is too concentrated.  Purelo Lo Han Sweetner is mild yet sweet."
232938,232939,B000V7S5NQ,AJ55F3YYFTNK9,Trina D.,1,1,5,1267920000,Great convenient way to buy spices,"How many times have I had to throw out old spices, I've lost count.  This is one of the best ideas on the market.  Tins full of individually packaged spices to keep in your cupboard ready, premeasured, and convenient.  This makes a great housewarming gift for friends who love to cook or bake.  I think the kits that they have put together are wonderful, but you can purchase the spices you want a la carte too."
554094,554095,B003ULHQEO,A6C9XOI5G55S3,Sara Carroll,4,4,5,1291248000,Delicious afternoon treat,"I love this tea.  The blend of green tea and toasted rice is delicious.<br /><br />I typically drink my Gen Mai Cha in the afternoon - when I'm looking for a little pick me up.  The toasted rice has a nutty aroma that is really satisfying, and the caffeine level is perfect - wakes me up without keeping me up all night.<br /><br />I highly recommend this tea if you are a green tea lover looking to try something new."
353053,353054,B008MM9W3E,A1EPP56A17R62Q,"Tommie ""An expert is a former drip under pres...",8,9,5,1289088000,The best out there!,"I had bought my first container of Dynasty Five Spices to smell. I love the aroma! Then I started using it in my marinated cucumbers 'n' onions. Well, it doesn't last forever that way. I tried another brand of five spices but it didn't even begin to compare to Dynasty. There isn't anywhere around close where I can buy it so I was glad to find it on Amazon. True, the shipping is a little steep but I pay more than the total for spices in stores. This was worth it!"
238343,238344,B0057JF92S,A22PZBD5SS74M4,Bryan S. Campbell,2,2,5,1343001600,The BEST popcorn I've ever had!,"This is the best popcorn I've ever tasted hands down. The taste is unlike anything I've had before and I was hooked after the very 1st bag! I can really tell that it's all natural, it doesn't give me stomach aches like a lot of other popcorn with junk in it does.<br /><br />I was surprised by the flavor. Usually I'm not a huge fan of rosemary, but this is mixed with the parmesan cheese and the flavors really complement eachother well. Simply amazing!<br /><br />My only gripe is that it's just ""slightly"" expensive for what it is. Even if the 3 pack was $1.50 less that would be appreciated."
64066,64067,B0005YXF8A,A31LVAAO8Q3CE7,Mr. Brown,0,0,5,1323475200,listen to your customers,"This has been discontinued in local stores.  ""Quick"" grits is like instant coffee, no flavor.  What dope stocks 10 styles of instant coffee and removes the real coffee from the shelf????"
362010,362011,B006N3HZ6K,A35YDDY2PKVB12,"P. Lyons ""Dark Roast Coffee Guy""",0,0,5,1274227200,"Dark, Rich and Fairly Strong","I'm a Dark Roast kinda guy and Jet Fuel is pretty darn good !! I love the Sumatra but, for the cost difference, this product is GREAT !! The packaging ROCKS too !!!"
322613,322614,B000FL08AQ,A1KRQNLVQPNC8K,Curly girl,0,0,5,1208563200,Great stuff!,I had a friend introduce this to me so I bought it at Target. I loved it. It was great in my oatmel and coffee and it was much easier to pour than honey. I checked on Amazon and got it for a better price. The shipment was quick and nothing had leaked. I would definitely recommend this product.
361313,361314,B00005IX96,A32DP2CNX5TWYK,S. Maynard,1,1,4,1328486400,Great for Handpresso!,"I normally purchase the Lavazza Grand Crema pods for use with my Breville espresso machine, and have always been happy with them but wanted to try something different, so I ordered a box of Espressione Classic Espresso instead. Initially I was very disappointed with the results; a 30-second shot of espresso using these pods contained only about half as much liquid as one using my normal Lavazza pods (in other words, the water was passing through these pods at a much slower rate than through the Lavazza). Maybe my machine is lacking in pressure... but I could tell just by the feel of the pods that these are much more tightly packed than the Lavazza ones.<br /><br />My disappointment changed to delight when I tried these pods out on my Handpresso Wild, however. I had never really liked the taste of the Lavazza pods using this machine (seemed much more bitter compared to my ""real"" machine at home), but with Espressione it was perfect!<br /><br />Bottom line... if you are using a Handpresso, I recommend these pods 100%. If you are using a normal espresso machine, you may want to try out a smaller size package before committing to 150 pods."
361785,361786,B006N3HZ6K,A1TC0AROL8EZC4,Donna Raskin,0,0,5,1345161600,Best coffee EVER!,"If you like a very dark roast coffee with deep intense flavor without that ""burned"" taste and zero bitter flavor, this is it. Search no further. We now buy no other."
24984,24985,B0078Y6OX8,A3936J8U8H5JH7,Lara R. Lovett,2,2,3,1300924800,"Definitely ""light""","I actually thought I was buying the Van Houtte vanilla coffee k-cups that I usually purchase and I overlooked the description of ""light."" It certainly is. You can barely taste the vanilla. It's good coffee, but if you're looking for a real vanilla flavor, go with the Van Houtte k-cups that are in a darker yellow package."
177608,177609,B004U49QU2,A1KKE6VX8VPWZK,"J. J. Marino ""Geekasaurus Rex""",0,0,4,1311206400,"Tasty, may not survive shipping",My wife and kids LOVED these cookies! They are very tasty and have a nice fudge center. The only complaint is that a good 2/3 of the box was crumbs. This was due to shipping. I suppose if you ordered several boxes at once they would be better cushioned. As part of Vine we received just 1 box and it was fairly beat up.<br /><br />Overall we liked the cookies and would recommend them to chocolate lovers anywhere!<br /><br />Thank you for reading my review.
51507,51508,B004HOLD92,A28XT5OCKGN09X,"Sprinkles the Kitteh ""Fangyrl""",0,0,5,1289952000,Nomnomnomnomnom,"I could live off of these things, they are soooo good!  I usually get mine at the supermarket, but this 6-pack deal is a great idea for addicts like myself.  I guess the wasabi flavor is a bit weak, but that's perfect for me because although I love the flavor of horseraddish, it destroys my sinuses! lol"
420791,420792,B0002I0GUY,AYENK8JYGMT8J,Nora K. Brill,8,9,5,1191196800,No more gas,"Boxers are known for being susceptible to gas. My Boomer is aptly named, but since switching to Wellness dry with about a third of a can of Wellness canned food, fed once  a day, he stays slim, energetic and blessedly flatulance-free. I also note, over a few months, that skin bumps are disappearing. I've tried several top brands, and this seems the most healthful."
112520,112521,B003OZX4ME,A3T0OTH5072YRE,"M. Reynard ""kairosdreaming""",2,2,4,1333497600,Sparkling Ice Pink Grapefruit,"Ok, so I'm always on the lookout for substitute drinks for soda.  Because I just can't give up that fizziness, or the caffeine, or something.  And while these Sparkling Ice drinks may not have caffeine, they definitely have the fizz that I so enjoy in my drinks.  And the flavors aren't half bad either.  In fact, this Pink Grapefruit one is one of the better ones.<br /><br />I don't like grapefruit.  So why did I buy a flavored drink with that then?  Well there's something about this grapefruit taste that I like.  It's not too sour, but not too sweet either.  And considering I avoid the real fruit I can't say whether or not that it tastes like the real thing, I would think it's probably pretty close.  But it's just good, easy to drink, and definitely refreshing.  And there isn't an overabundance of flavors to get crazy with.<br /><br />The ingredients; they actually aren't too bad.  The list isn't very long, and the flavorings are natural.  There's actual grapefruit in this bottle.  There's even green tea extract.  The problems come in the form of color.  There is a type of red dye in this drink.  And I'm not too impressed with that.  I'd rather they have made it a healthier drink and it be some other color or clear.  Honestly, I think I'd even pay more if they made it that way.  But this low list of ingredients has some other positives that come with it too.  There are 0 calories and 0 sugars in this drink.  Which is incredible.  And there's even some B vitamins thrown in too.<br /><br />So while the dye makes it a tad less than healthy, this is still a pretty good soda substitute.  It's healthy, still has the fizz, and tastes good.  I definitely will keep buying it.<br /><br />Review by M. Reynard 2012"
305617,305618,B0006M13XK,A1N4NAIHZF4J7X,"Dawndy12 ""Barely Surviving The Loss of My Dau...",0,3,1,1309564800,UNUSEABLE!!! ESP FOR SMALL DOGS!,I CANT REVIEW THIS FOOD...BECAUSE THE KIBBLE SIZE IS  H  U  G  E<br />UNLESS YOU HAVE A GIGANTIC DOG....I DO NOT THINK YOUR SM-MED DOG WILL WANT TO CHEW THESE! IM SO UPSET BECAUSE THEY LOVE THE CAN OF THIS WANTED TO MIX THE SAME AS CAN WITH THE DRY!
65097,65098,B000EM8UFG,A2M65JH5VHKV0H,Joyce Haibe,0,0,5,1303171200,Very tasty,This tea is very flavorful. The pyramidal tea bags seem to allow more flavor to infuse. I would buy this again.
451259,451260,B003QDRJXY,A3PEIOD8YTRZH5,Michelle L. Stanger,0,0,5,1317859200,Love it!,What can I say? This stuff is AMAZING! I cook with it almost exclusively. It makes the VERY BEST pie crust I ever ate. You can't go wrong. This is also a great value.
454759,454760,B001GKSHP8,A12O4K16F4WS18,M. Herman,1,1,5,1273104000,Got To Have IT!,"These are wonderful and so fresh!  After buying a box for our family I reordered another and surprised my sisters with a box. The only problem was they didn't want to share, it was a good thing the individually wrapped candies were really big! Cherry Mash was always our mother's favorite in the 1950's as well as ours...we are so glad to find it at Amazon. They still make it taste just as good now as I remember. Will definitely order more...maybe next time I will even get them their very own box of 24....it sure made them happier than flowers, I can still hear the excitement in my sister's voice when she called to thank me!"
95120,95121,B005ELR7OW,A2D6NI0UPMWBYX,H. Atkins,4,4,1,1322438400,Great snack! Way overpriced!,You can buy this at the source for 4$ and at other stores for 3-5$' so why is it so much more on amazon???
209155,209156,B00004RAMY,A1VJTGZ4BDUYSG,"Matthew A. Funk ""MattInSoCal""",0,0,1,1341360000,Broke before it saw first use,"Strong trap, but perhaps too strong. The spring bar bent under the spring's weight very early. Afterwards it was impossible to set and would snap before it was even set in the ground. Eventually the jaw cracked in half at the top.<br />Going to need to try something else."
449722,449723,B001D0GVAO,A3T421PY3APGUQ,K. Field,0,0,3,1300233600,No BAM for our buck,"We have been trying out decafs to find good strong ones. I was so hopeful when I opened the box covered with exclamations of  'BAM!' and 'Oh Yeah, Babe!'. That first cup was a huge watery letdown. I can only say that it is not acidic. I tried it a few more times and now it is the coffee that the kids are allowed to drink. Weak, sad decaf."
298765,298766,B000LKYX48,AY5ZI7ZUPWM1Y,"R. Coley ""pizicato5""",6,6,5,1196121600,Filling and nutritious,"I've recently started eating the Ezekiel cereals and find them very satisfying. When eaten alone, it doesn't have much flavor. It's pretty obvious why.... There's no processing here. Without fruit, it's still satisfying with Vanilla Soy Milk. However, if eaten as pictured with Blue berries, the cereal really tastes good. You get a satisfying cereal with a good amount of fiber. I've been hearing a lot about sprouted grains and I'm not sure what it really means in the end, but this cereal is pure. Which is something I appreciate."
454875,454876,B002AQP5IE,A2LNJP9QKH9JEQ,jjthecaliforniaboy,7,11,1,1285200000,UGH. They added soy flour,"Well, scratch this one off the list! For some stupid, unfathomable reason ol' Betty Crocker decided to add SOY flour. Haven't they heard of the eight major allergen list, and that some of us react to SOY and gluten?<br /><br />Dumb, dumb, dumb. Back to Namaste for me."
523082,523083,B001EO5U8I,A1KYY5W9P0FFRG,Caroline,0,1,3,1289001600,Little too strong for me,"It's okay, but I wouldn't buy it again.  My absolute favorite green tea is made by specialteas.com.  It's a decaf apricot green tea.  I always end up going back to that after trying other teas.  I've even gotten used to drinking it plain without any sweeteners.  A cup sounds pretty good right now!"
181546,181547,B000G1EO64,A350QGC1FG0QAE,Joy,1,1,5,1243296000,Amy's Organic Lentil low salt soup,Amy's products are the best and If you buy from Amazon you can subscribe and ship and it is a great price it is much more in stores love it
20455,20456,B001BDDTB2,A2QDBOHV00NOR2,"Wendy Johnston ""podlogic""",1,1,5,1233878400,Cats love it,"I got this after reading an article in Natural Health magazine's October 2008 edition, ""Feed your pet Right"". The article identified protein rich, nutritionally balanced cat food.  My TWO cats did not like the chicken types, but LOVE the red snapper, tuna and shrimp, tuna and sole and yellow fin tuna.  I get the combo in the 4 pack.<br />I would recommend switching over from dry food to wet slowly so there's no upset stomachs.  I think your cats will like this food, even if they are picky, like mine."
402214,402215,B000FYYOTO,A3CYI8BDO3JDOP,"Pen Name ""James""",0,0,5,1287532800,Great jerky,"Nice chew to it, a little on the dry side, but that's how I like it. It has a very strong teriyaki taste and a little heat. Could use more heat and less sugar, but that's some good jerky."
215491,215492,B0014X5O1C,A1YY7D7C8LUOFR,J. Cereck,0,0,5,1295222400,It tastes like the fruit... its not orange.,The Clementine flavor tastes just like the fruit. So many think it should taste like an Orange.. but its not.. I have a Clementine tree in my back yard.
19628,19629,B000084ETV,AODPFSWITCDF,"Dadsdid ""Dadsdid""",1,1,5,1316390400,Great,"My dogs just love the food and they look great! Their coats are shiny, no more scratching or itching. I also love the free shipping and price! Don't be afraid to give this a try, your dogs will thank you!!"
375716,375717,B000NA8CWK,A81V9AB54OCGQ,"A. Rosser ""Andyross""",1,1,5,1297036800,Good Stuff,"This is a wonderful item.  I have used it on both boneless and bone-in chicken.  Tastes great! Easy to apply, large container should be enough to last for quite some time."
558030,558031,B000EM9E2Y,A27RMQ5RNX2VJX,Conevery,0,0,5,1295222400,YUM,"I've been eating these for years and they are yummy. Great low carb snack that can be taken on-the-go, without refrigeration. So glad Amazon started carrying and has the subscription option."
131010,131011,B000CFJDWY,A2Q0DLA85RIWQK,Cathy,0,0,5,1291680000,Late July Crackers,These are very light and delicious crackers.  They go well in soup or with cheese.  My children love them.
64925,64926,B005MWAM72,A12O5SEIF162P8,"William A. Nolan ""freeholder""",0,0,5,1345075200,Good Stuff!!!,"Not much to say about fast, flavored oatmeal.  It tastes good, is really easy to fix in a couple of minutes, and is reasonably good for you.  I like this stuff."
99946,99947,B000LQORDE,ATFXZ6O2AFOLC,Jeff Fol,0,1,5,1322697600,Best Ramen,Off all of the different types of Ramen that I have had this is the best thus far.  I highly recommend to any who enjoys Ramen and spicy foods.
393232,393233,B003VXL0V6,A3RQYPFPM58CKP,Norah Rice,1,1,4,1339459200,Best caramel K-cup!,These have a stronger caramel flavor although still a medium strength coffee.  The best caramel flavored K-cup I've tried!  I will reorder them.
529230,529231,B009AFJ3I6,A30CP8RWYZ3CTN,Susan,0,0,5,1318809600,The best artificial sweetener!,"Ideal is a must try sweetener for those who rely on artificial sweeteners. It contains the same sweetening ingredient as sugar-free gum (xylitol) and is absolutely the best I've tried as far as imitating sugar. There is no after taste! It comes in a granulated, powdered and brown sugar version. The best!<br /><br />Warning: this product can be very hazardous to pets! The package is labelled as such (it states along with chocolate,grapes etc.) so be very careful not to leave it out where they can get at it. Their digestive system does not handle the enzymes the same way as humans."
101529,101530,B0081XIAOQ,A156021XP6CYX6,SWilliams,0,0,2,1351123200,"Paw Flapper Fun, But Too Easy","I got my dog the Paw Flapper because he's a Basset Hound mix and loves to use his nose. He's also pretty smart, so keeping him occupied can be difficult. Unfortunately, this is a super simple puzzle. The first time he played with it, it took him about ten minutes to find all the treats. The next time, it took five minutes. There really isn't anything that challenging about it. Opening the flaps takes my dog a second, and all he has to do is keep pushing his nose into the holes to rotate the top and find all the treats. He had fun, but then it's a toy full of treats, so that's a given.<br /><br />The puzzle does seem to be well made though, so it's not a bad product. It just isn't challenging enough. I'll be returning it and trying one of the other puzzles."
67832,67833,B000G6MBUA,A4NDPXCYKRCY2,Janet R. Miles,0,1,2,1258588800,POTATO CHIPS,"Being a salt-free product is why I purchased this, but the chips are quite greasy."
312534,312535,B002T0NXK8,A37GFKV81AL1VF,D. Miyao,5,9,2,1311638400,"Great Idea, but it is not very good.","I like the taste of coke and pepsi, if I had to choose between both of them I would choose Pepsi.  The soda stream cola is awful.  I can normally drink any soda, but this one is almost undrinkable.  I gave it two stars because it is better for the environment."
270181,270182,B002AQ0OS0,A6O1Z8847S5GS,"JoAnn ""jkv5052""",3,3,5,1254441600,Strong and very good,I really like this coffee.  It is dark and strong just like I like coffee to be.  And it is also a great value.
46507,46508,B002GJ9JWS,A2OUXOSRMSM8KK,awoodward,6,6,5,1295913600,i'm obsessed...,"i'm watching my calorie intake - and after reading all the reviews, i had to try this.<br />its truly amazing.<br />my favorite is to add 1 tbs. to about 1/2 cup vanilla fat free yogurt for breakfast. SO good!"
544140,544141,B000SU1LUU,A1RE2N9KXMPE2R,Eric A. Huang,1,1,3,1286236800,"pretty good tasting, doesn't cook well in my microwave","I like the flavor of this popcorn. It's a little on the salty side, but just right with the butter and pepper flavor. For some reason, these small bags don't do so well in my microwave. I set it for the recommended 1:30 on high and still get a few burned popped pieces and a handful of unpopped kernels. If I cook it for less time, I get an unacceptable number of unpopped kernels, and any longer, too many burned popped pieces. I also tried the ""popcorn"" setting and get the same result as 1:30 on high. I don't have any problems with the regular sized bags of buttered flavor popcorn."
161413,161414,B002BB2E5U,A36MP37DITBU6F,"Enchanted  In  Dixie ""Enchanted""",6,6,5,1249689600,Most Excellent organic real fruit snack for all ages. My 9 yr old calls this his banana sauce. Also makes great baby food.,"This is a cool organic fruit snack great for all ages not just kids.  I was looking for an organic fruit snack for my sons lunch box and this  is prefect.  Great prepackaged, keeps well, no refrigeration required. Great for  on the go, lunch boxes, camping, picnics, anytime.  I can keep organic fruit on the shelf now ready anytime.<br /><br />We are never put off by labels like for tots or babies ,unfortunately  most of the organic snacks seem to be geared toward them.  My son loves bananas and apple sauce, so we thought we would try this.  So he calls this his  banana sauce.  He even wanted to freeze it . So we popped it in freezer and then cut off the bottom for a banana sorbet. He loved it.<br /><br />Also he loves the caps and is collecting  them to make something. They have holes so could be strung together."
181632,181633,B001J9QBU4,A3RSWDQJ9B479Z,J. Zapata,0,0,5,1326931200,My new favorite,"I received a box of Nantucket free with my coffee maker but it didn't sound like anything special so I put off trying it, but now it is my favorite!  It is slightly stronger than coffee people coffee shop but has a richer and more flavorful taste.  Not bitter at all, but if you like lighter roasts then you probably will not like this.  I think it tastes best using the 7-8 ounce setting.  This reminds of when I dine out and they have such good coffee but either they don't know or won't tell you what kind it is.  Love it!"
234942,234943,B000KV7ZGQ,A1OO934ZB172BG,R. M. Vogelhut,0,1,2,1314316800,"Good concept, brittle plastic","I bought this toy for my 9 month old lab and had to return this twice. My dog loved it, but he dropping it on our hardwood floors and the bottom twist off part broke with each one. Good concept but plastic too brittle. Company does stand behind it, just not good for my dog."
483828,483829,B003XDH6M6,A209J4NK7GR9S3,"D.M. (Lover of all things Heart) ""laugh a lot...",0,0,4,1311552000,Yummy...Delicious,"Simply put, this pomegranate licorice is really tasty and yummy, it's actually some of the best licorice I have tasted. I love its great pomegranate taste, and the fact that it is organic is a nice added bonus. If I were rating this solely on taste, I would give it *5* stars. But then I looked at the price... I mean I am lucky that I got offered this for free thanks to vine, but what about the normal costumer? So I simply have to point out that I feel that the price is expensive for a 5 oz bag, and that's why I can't give it 5 stars.<br /><br />In the end, this pomegranate licorice is one delicious treat!"
514742,514743,B000Q3PTXO,A125D7HOC89K1I,sally,1,2,5,1334016000,lemon marmalade: gift,"I can't review this product as yet, because I ordered it as a gift and my friend's birthday hasn't happened."
442280,442281,B0030HSFW0,A1WLWT8LPJB7XF,Francis B,4,4,4,1327795200,Just finished a package of this,"I am about to reorder my second package of this brand of casing. As an occasional home user, I am very happy with the amount of sausage I have made with this product (I use it with a KitchenAid grinder and LEM stuffer). It is necessary to run water on the inside of the casing after soaking. Convenient to use and store!"
396285,396286,B007FK3JS8,A33BCO0DGM9GWZ,olyllr,0,0,5,1349049600,The Best Coffee !!,"I purchased a Single Cup coffee maker for $7.00 at Walmart.  It came with a free package of Senseo Coffee Pods.  We Were Hooked.  Then Walmart quit selling Senseo, and Amazon quit selling it.  And where I could find it, it was Way too Expensive.<br />So I decided to try Melitta Coffee Pods.  Really they are Every Bit as Good or Better than Senseo Coffee Pods.<br />I like the Medium Roast.  It is Very Mellow, and smooth.  Not bitey at all.<br />The only problem I have, is that I can only drink two cups a day.  But If I could, I would drink it All Day !!!<br />Great Stuff !!"
470251,470252,B001EQ4D84,A1H4J4CC85RVU0,L. Baraszu,4,5,5,1181174400,"great taste, great price","Almonds are a super snack and at that price dear family get to enjoy a healthy, economically friendly to the budget night time nibbley."
348901,348902,B000FMZO90,A2WKYCCXDLG9O3,Toscadiva,0,0,5,1195862400,New super snack,"Not only do these delicious snacks taste like fresh,Spring peas, they look like slender pale green pods. They have a delicate, satisfying crunch, look festive scattered on a salad or can be eaten right out of the bag. Just a few healthful ingredients, low calories and intriguing flavor have given me a new favorite.  Still not found in any of my local stores in a really big city, order yours now and see what I mean!"
5478,5479,B00622CYVI,A3MB95ZAZ3BTQH,U. Salim,0,0,5,1248048000,Great variety.,I like this one better than all the other ones by Earths Best. The variety is good and my son seems to enjoy them all.<br /><br />If i am going away for a weekend this is perfect for feedings. It is packaged well and again the variety helps!
522393,522394,B001KUWFPC,A1UKQK8LFXVL2Y,Ryan,25,26,5,1262822400,Reminds me of how A&W Root Beer tasted when I was a kid,"The Zevia Root Beer Flavor is one of my favorites of the Zevia flavors.  It has very strong Root Beer taste which I find tastes a lot like my memories of A&W Root Beer back when I was growing up in Canada, back before they started replacing sugar with High Fructose Corn Syrup.  I'm not sure if A&W Root Beer is different here in the US from Canada, as the food in the A&W restaurants here in the US is nothing like the food in A&W Canada restaurants.<br /><br />In any case, I love that there's nothing but all natural ingredients here, and it's naturally sugar free.  This summer, I often combined the Zevia Root Beer with Clemmy's Sugar Free Vanilla Bean Ice Cream to make my own Sugar Free Root Beer Floats (and sometimes with Orange Zevia instead of the Root Beer) and they were absolutely amazing guilt free Floats."
